,AT,AP,AH,AFDP,GTEP,TIT,TAT,TEY,CDP,CO,NOX,predicted,actual,error
9749,19.689,1003.7,64.263,4.7828,24.519,1086.5,550.11,132.63,11.796,2.9758,72.799,132.31776,132.63,-0.31223571777343295
9750,19.331,1003.4,66.236,3.9189,19.329,1031.5,534.1,104.31,10.305,2.9649,116.04,104.62274,104.31,0.3127416992187477
9751,18.753,999.36,68.177,3.7838,18.622,1049.1,549.45,107.25,10.185,5.8108,77.773,105.584526,107.25,-1.6654739379882812
9752,19.205,998.32,66.256,4.6487,23.867,1075.6,546.63,127.96,11.664,4.4215,73.654,127.55069,127.96,-0.40931030273436875
9753,19.258,997.39,67.647,5.8916,31.139,1100.4,535.65,154.78,13.453,3.6263,71.297,155.07588,154.78,0.29588195800781136
9754,13.896,998.94,83.984,5.5788,31.137,1100.6,534.88,157.61,13.643,3.5228,69.387,156.8838,157.61,-0.7261956787109511
9755,9.0751,1000.6,98.256,5.7967,32.04,1099.8,531.41,161.6,13.853,5.1265,84.275,160.82146,161.6,-0.7785430908203068
9756,8.5672,1000.9,99.901,6.0101,32.013,1099.9,531.38,161.64,13.933,9.4617,99.543,161.41249,161.64,-0.22750915527342386
9757,8.6376,1001.6,98.271,5.9309,32.105,1100.0,530.69,161.86,13.862,10.75,102.13,161.6035,161.86,-0.25649963378907614
9758,9.7882,1002.4,93.857,5.7116,31.599,1099.8,532.23,160.11,13.845,0.96268,68.482,159.88243,160.11,-0.22756896972657614
9759,10.395,1003.3,89.598,5.7574,32.195,1099.8,530.5,161.05,13.859,0.40891,66.486,160.74083,161.05,-0.30917053222657387
9760,10.449,1003.9,89.451,5.6728,31.719,1100.0,532.27,160.11,13.752,0.62793,66.501,159.5343,160.11,-0.5756982421875136
9761,10.943,1004.5,86.288,5.5021,30.552,1095.6,533.64,154.83,13.426,0.43758,70.22,154.88866,154.83,0.058656616210924994
9762,12.016,1006.0,84.657,5.7726,31.829,1100.1,531.72,159.15,13.9,0.26451,65.445,159.29137,159.15,0.14136657714843182
9763,11.611,1006.8,83.691,5.7145,31.722,1099.6,532.3,159.53,13.681,0.43861,65.617,158.50772,159.53,-1.0222790527343761
9764,10.367,1008.0,87.817,4.4905,23.679,1083.1,549.92,133.6,11.771,1.1272,72.313,132.80794,133.6,-0.7920623779296818
9765,9.9591,1008.5,90.763,4.5199,23.613,1083.1,550.27,133.31,11.812,1.0431,70.163,132.7963,133.31,-0.5137048339843773
9766,10.054,1008.4,94.67,4.5959,23.917,1085.1,549.91,134.38,11.966,0.88356,71.6,134.2917,134.38,-0.08829772949218295
9767,10.53,1008.3,91.858,4.5903,23.795,1084.4,549.81,133.69,11.799,0.94531,72.097,133.59523,133.69,-0.09476989746093523
9768,11.219,1008.1,90.788,4.8015,25.269,1092.3,550.27,139.49,12.206,0.37002,73.843,138.87547,139.49,-0.6145269775390716
9769,11.77,1008.2,89.489,3.888,19.28,1048.7,544.47,111.36,10.457,4.4278,82.096,111.28097,111.36,-0.07903228759765568
9770,10.267,1007.7,93.107,3.9216,19.471,1057.2,549.33,114.74,10.459,2.7045,80.166,113.85152,114.74,-0.8884832763671824
9771,10.841,1008.1,94.716,5.0717,26.867,1088.6,542.96,142.12,12.495,1.2992,75.967,141.89716,142.12,-0.22284423828125455
9772,11.891,1008.2,92.74,6.1276,33.494,1100.0,527.18,161.5,14.069,0.72828,63.619,161.5153,161.5,0.0153045654296875
9773,13.123,1008.5,83.099,5.7859,31.608,1100.2,533.29,157.08,13.747,0.61793,65.623,157.67946,157.08,0.59945861816405
9774,13.822,1008.8,76.2,5.784,31.903,1099.8,532.33,157.66,13.769,0.79333,66.264,157.81549,157.66,0.1554907226562534
9775,14.573,1008.9,69.158,5.7407,31.514,1100.0,533.67,156.32,13.727,1.7317,71.36,156.41957,156.32,0.09957092285156932
9776,15.294,1009.2,66.001,5.7598,31.603,1100.1,533.31,156.4,13.688,2.3834,73.123,156.47002,156.4,0.07001647949218182
9777,14.656,1009.5,73.495,4.8445,25.939,1094.9,549.52,141.09,12.311,1.1779,76.176,141.25941,141.09,0.1694146728515591
9778,14.559,1009.5,78.218,5.7714,31.954,1099.8,532.1,157.39,13.844,0.37801,62.284,157.90996,157.39,0.5199578857422011
9779,15.928,1009.4,72.833,5.6565,31.367,1099.9,534.32,155.41,13.693,0.018433,63.358,156.08257,155.41,0.6725653076171909
9780,16.612,1009.3,65.468,5.7129,31.444,1100.0,534.34,155.05,13.55,0.65297,64.099,155.84822,155.05,0.7982208251953011
9781,16.164,1009.6,72.235,5.7098,31.195,1100.0,535.17,154.88,13.498,1.0021,65.948,155.27463,154.88,0.39462768554687955
9782,15.781,1010.0,74.172,4.7926,25.81,1093.9,550.16,139.85,12.301,1.1793,74.487,139.39375,139.85,-0.4562469482421818
9783,15.337,1010.4,74.931,4.8001,25.76,1094.1,550.31,139.74,12.233,0.91549,71.917,139.45236,139.74,-0.2876379394531341
9784,14.821,1011.1,78.01,4.8111,25.715,1093.9,550.3,139.75,12.173,0.67143,71.862,139.2924,139.75,-0.4575958251953125
9785,14.323,1011.7,82.624,4.1648,21.535,1068.4,549.64,121.59,11.115,2.2558,71.117,120.8862,121.59,-0.7038000488281284
9786,10.997,1010.6,97.204,3.7124,25.318,1089.2,548.44,136.46,12.149,1.2672,77.568,137.45107,136.46,0.9910650634765545
9787,11.206,1010.4,95.718,4.5916,32.442,1099.8,529.75,158.94,13.866,3.6806,57.736,160.38655,158.94,1.4465509033203148
9788,10.591,1009.6,100.16,4.5491,31.866,1099.9,531.03,159.74,13.871,1.0261,61.332,160.4919,159.74,0.7518975830078034
9789,10.733,1009.3,100.15,4.4778,31.562,1100.1,532.58,159.21,13.86,0.88359,61.623,159.64117,159.21,0.43117431640624204
9790,10.939,1009.5,100.1,4.5322,32.05,1100.1,530.93,160.05,13.884,1.0504,61.927,160.4929,160.05,0.44290466308592613
9791,11.244,1009.3,97.468,4.4812,31.823,1100.0,531.65,159.7,13.826,0.9171,62.687,159.8565,159.7,0.15650634765626137
9792,11.302,1008.7,96.178,4.5035,32.05,1100.0,530.62,160.31,13.891,1.2526,63.656,160.53865,160.31,0.22865051269531023
9793,11.474,1008.3,95.401,4.4496,31.719,1099.9,531.88,159.57,13.867,1.1932,63.979,159.69826,159.57,0.12825744628906932
9794,11.704,1008.6,92.114,4.5166,32.137,1099.9,530.64,160.33,13.897,0.89969,61.536,160.546,160.33,0.216005249023425
9795,11.425,1009.3,91.551,3.6311,24.851,1088.6,549.02,138.01,12.061,1.316,68.688,137.19322,138.01,-0.8167779541015534
9796,11.129,1010.0,92.973,3.5179,23.748,1084.5,549.93,133.83,11.827,1.4597,66.81,133.63208,133.83,-0.1979199218750125
9797,10.529,1010.6,97.914,3.567,23.65,1084.2,550.07,133.73,11.807,0.97364,66.169,133.5335,133.73,-0.19650695800780227
9798,10.172,1010.9,99.782,3.5696,23.738,1084.9,550.26,134.13,11.907,0.88267,66.644,133.94444,134.13,-0.18555725097655795
9799,10.168,1010.7,99.525,4.5083,31.464,1094.3,528.22,157.47,13.73,1.5696,68.654,158.57819,157.47,1.1081860351562511
9800,10.331,1010.6,97.842,4.2378,29.407,1099.9,537.57,155.91,13.471,0.94421,66.01,155.73068,155.91,-0.1793176269531216
9801,10.382,1010.6,97.756,4.2747,29.583,1100.2,537.1,156.33,13.416,0.86548,66.24,156.20517,156.33,-0.1248303222656375
9802,10.302,1010.2,98.635,4.429,30.581,1100.1,533.86,158.73,13.719,1.1062,65.387,158.41734,158.73,-0.31265686035155227
9803,10.381,1009.5,99.286,4.5162,30.955,1100.1,532.71,159.6,13.753,1.0027,65.611,159.16162,159.6,-0.4383789062499943
9804,10.627,1008.9,97.408,4.4823,31.198,1100.2,531.86,160.17,13.8,0.88581,65.26,159.90634,160.17,-0.2636584472656125
9805,10.767,1008.5,95.732,4.442,31.035,1100.4,532.65,159.61,13.681,0.87765,65.603,159.37994,159.61,-0.23005615234376364
9806,10.722,1008.0,96.749,4.4487,31.016,1100.4,532.67,159.6,13.633,0.99179,65.436,159.33162,159.6,-0.2683807373046818
9807,10.544,1007.8,98.63,4.445,31.051,1100.0,532.71,159.61,13.584,0.9126,64.507,159.13362,159.61,-0.47637878417970114
9808,10.519,1007.8,98.502,4.4633,31.004,1100.0,532.87,159.28,13.711,1.0479,64.484,159.22845,159.28,-0.05154541015625114
9809,10.909,1008.1,98.855,4.4947,31.229,1099.9,532.26,159.62,13.763,1.0201,64.044,159.40703,159.62,-0.21297180175781705
9810,11.09,1007.9,98.74,4.3261,30.02,1099.9,536.5,156.79,13.427,1.0696,65.718,156.23979,156.79,-0.5502081298828045
9811,11.449,1008.1,97.641,4.1062,28.261,1099.9,542.14,152.19,13.053,1.0843,67.616,152.12788,152.19,-0.062116088867185226
9812,11.935,1007.9,94.581,4.0792,28.052,1099.8,543.06,151.76,13.052,0.86262,68.641,151.26367,151.76,-0.4963281249999909
9813,12.53,1007.5,89.171,4.0864,28.197,1099.8,542.31,151.74,13.068,0.89649,68.583,151.5567,151.74,-0.1832983398437591
9814,13.414,1007.2,83.558,4.1083,28.526,1100.0,541.56,151.74,13.113,0.92402,68.621,151.94176,151.74,0.2017572021484284
9815,14.124,1007.2,80.535,4.119,28.688,1100.1,541.19,151.76,13.143,0.96226,68.634,152.01625,151.76,0.2562506103515716
9816,15.02,1006.9,76.17,4.1445,28.813,1100.4,541.15,151.76,13.169,1.0482,69.053,151.95338,151.76,0.1933843994140716
9817,15.626,1006.3,70.61,4.0952,28.94,1100.2,540.83,151.74,13.185,1.3121,70.219,151.74744,151.74,0.007436523437490905
9818,15.642,1006.6,71.246,4.0798,28.836,1099.9,540.59,151.74,13.187,1.0118,69.461,151.58324,151.74,-0.1567633056640716
9819,15.237,1006.9,76.135,4.0915,28.823,1099.5,540.53,151.73,13.233,1.1124,67.751,151.54472,151.73,-0.18527648925780227
9820,15.032,1006.9,76.592,4.1345,28.765,1099.6,541.37,151.74,13.283,1.2716,67.893,151.2338,151.74,-0.5062048339843841
9821,14.714,1007.3,77.516,4.2095,29.614,1100.3,537.96,154.17,13.432,0.7849,65.572,154.35881,154.17,0.1888104248047
9822,14.153,1007.7,78.867,4.2423,30.085,1100.1,536.38,155.72,13.572,0.59143,65.452,155.7772,155.72,0.05720642089843864
9823,13.93,1007.8,78.832,4.2815,30.293,1100.0,535.65,156.26,13.554,0.45742,64.902,156.29842,156.26,0.038416137695321595
9824,13.592,1008.0,83.851,4.2197,29.638,1099.8,537.71,154.84,13.44,0.67031,64.81,154.57501,154.84,-0.2649877929687534
9825,13.073,1007.8,91.225,4.3766,30.582,1099.9,533.85,157.9,13.66,0.82748,62.912,157.59377,157.9,-0.3062347412109432
9826,12.862,1007.6,96.177,4.5142,31.139,1100.0,531.84,158.93,13.753,0.46424,61.792,158.93613,158.93,0.006126708984368179
9827,12.887,1007.5,96.435,4.5913,31.399,1100.6,530.85,159.6,13.884,0.81751,61.688,159.93532,159.6,0.3353179931640682
9828,12.798,1007.5,97.057,4.6874,32.01,1100.3,528.94,161.0,13.995,0.99817,61.305,160.9203,161.0,-0.0796966552734375
9829,12.823,1007.5,96.375,4.7084,32.329,1099.9,528.06,161.6,13.997,1.035,61.526,161.21182,161.6,-0.3881774902343693
9830,12.954,1007.7,95.317,4.675,32.42,1099.8,527.91,161.61,13.914,0.86262,61.433,161.10631,161.61,-0.5036920166015761
9831,12.655,1008.0,96.708,4.6084,31.896,1099.8,529.77,160.63,13.857,0.80336,61.88,160.11327,160.63,-0.516734008789058
9832,12.269,1008.1,98.868,4.8237,31.931,1099.8,529.63,160.78,13.864,0.84732,61.737,160.14093,160.78,-0.6390698242187511
9833,12.565,1008.5,100.13,4.6843,31.284,1099.9,531.94,159.04,13.711,0.79595,62.29,158.5209,159.04,-0.519095458984367
9834,13.325,1008.9,100.13,4.5325,30.955,1100.0,533.2,157.99,13.681,0.63104,62.843,157.43623,157.99,-0.5537664794921966
9835,13.702,1009.7,98.992,4.3343,29.681,1100.0,537.16,155.06,13.333,0.71651,64.579,154.38588,155.06,-0.6741204833984398
9836,13.594,1010.3,92.754,4.2527,29.833,1099.7,536.29,155.76,13.458,0.95616,64.831,154.98521,155.76,-0.7747857666015534
9837,14.478,1010.8,85.1,4.2041,29.875,1100.2,535.99,155.22,13.502,0.88528,64.649,155.51274,155.22,0.29274108886718864
9838,15.743,1011.4,72.992,4.1887,29.994,1099.7,536.0,154.75,13.549,0.89044,65.718,155.18332,154.75,0.433319091796875
9839,16.508,1012.0,61.214,4.1555,30.003,1100.2,536.3,154.27,13.478,1.0233,67.858,154.86221,154.27,0.5922131347656148
9840,16.236,1012.8,58.468,4.1208,29.637,1100.2,536.75,153.75,13.431,1.2575,68.843,154.44032,153.75,0.6903228759765625
9841,15.578,1013.6,57.705,4.1493,29.439,1100.2,537.42,153.75,13.411,1.3146,69.477,154.01476,153.75,0.2647552490234375
9842,15.891,1014.1,51.042,4.1747,29.62,1100.2,537.13,153.72,13.448,1.2266,68.883,154.28938,153.72,0.5693829345703136
9843,15.556,1015.0,53.321,4.2109,29.717,1100.1,535.96,154.62,13.499,1.1116,67.649,155.01155,154.62,0.39155090332030795
9844,14.138,1016.1,64.509,4.146,29.31,1099.7,537.08,154.73,13.505,0.89535,65.953,154.64334,154.73,-0.08665893554686477
9845,12.48,1016.7,72.02,4.1439,29.251,1099.8,537.65,155.46,13.503,0.88512,65.532,154.84769,155.46,-0.612313232421883
9846,11.374,1017.1,76.835,4.2049,29.88,1100.1,535.36,157.35,13.6,0.87061,63.617,157.05391,157.35,-0.2960906982421818
9847,10.777,1017.3,77.785,4.2427,30.527,1100.2,533.46,158.98,13.754,0.61277,62.675,158.79439,158.98,-0.18561218261717727
9848,10.506,1017.4,79.433,4.1917,30.205,1100.3,534.59,158.3,13.757,0.77399,64.273,158.18034,158.3,-0.11965637207032387
9849,9.8114,1017.7,82.285,4.2395,30.297,1100.1,533.47,159.49,13.694,1.2925,64.789,158.85603,159.49,-0.6339666748046966
9850,8.5863,1017.8,87.236,4.2301,30.089,1100.1,533.49,159.67,13.661,1.0008,64.138,159.28777,159.67,-0.3822344970703
9851,7.9271,1017.6,91.192,4.2306,29.971,1100.1,533.97,159.59,13.643,0.84523,64.878,159.25642,159.59,-0.3335760498046909
9852,7.5885,1017.8,92.028,4.2223,29.912,1100.0,534.26,159.61,13.622,0.72365,64.478,159.09561,159.61,-0.5143884277343886
9853,7.3726,1018.2,92.672,4.2214,29.881,1100.0,534.24,159.6,13.573,0.55779,63.865,159.11957,159.6,-0.4804321289062443
9854,7.2108,1018.5,91.57,4.2137,29.794,1100.2,534.39,159.62,13.523,0.69485,64.383,159.14305,159.62,-0.47694885253906705
9855,6.8229,1018.9,91.041,4.1922,29.65,1100.0,534.61,159.44,13.463,0.88916,64.863,158.79964,159.44,-0.6403631591796852
9856,7.1763,1019.3,93.796,4.2544,29.826,1100.0,534.36,159.19,13.586,0.99915,65.541,158.94899,159.19,-0.24101013183593523
9857,9.5705,1019.8,92.572,4.3544,30.742,1100.2,532.07,159.3,13.775,0.86623,64.106,159.59474,159.3,0.29474182128905113
9858,12.699,1020.2,76.034,4.3186,30.274,1100.0,533.97,156.82,13.631,0.86646,66.163,157.09857,156.82,0.2785717773437568
9859,14.176,1020.5,67.882,4.3585,30.418,1100.0,533.29,156.74,13.692,1.3315,68.873,156.74734,156.74,0.007344970703115905
9860,15.181,1020.5,57.662,4.4016,30.623,1100.2,532.29,156.73,13.753,1.5438,68.393,157.0537,156.73,0.32369567871094773
9861,15.981,1020.3,50.426,4.433,30.808,1100.1,532.3,156.72,13.789,1.8658,68.306,156.9048,156.72,0.18480041503906364
9862,16.424,1020.2,48.106,4.4546,30.875,1100.1,531.62,156.72,13.89,2.5781,70.374,157.14607,156.72,0.42607238769531364
9863,16.668,1019.9,41.874,4.492,31.168,1099.9,530.69,157.19,13.841,1.3424,67.353,157.64783,157.19,0.4578271484375023
9864,16.766,1019.6,42.943,4.4541,30.841,1100.2,531.44,156.68,13.787,0.65638,64.045,157.411,156.68,0.7309954833984307
9865,16.495,1019.3,46.611,4.4405,30.775,1100.0,532.11,156.7,13.786,0.5522,62.114,157.20888,156.7,0.5088775634765739
9866,15.964,1019.2,44.574,4.4854,31.198,1100.3,530.42,157.91,13.848,0.7565,63.64,158.43596,157.91,0.5259588623046909
9867,15.43,1019.1,50.474,4.4824,31.374,1100.1,530.22,158.58,13.839,1.2353,64.57,158.71782,158.58,0.137819213867175
9868,14.397,1019.2,53.212,4.4033,31.047,1099.9,531.35,158.4,13.745,1.0086,64.238,158.29749,158.4,-0.10251464843750568
9869,12.699,1019.1,64.24,4.2756,30.474,1099.9,532.8,158.64,13.738,1.0355,64.306,158.04893,158.64,-0.5910650634765489
9870,10.973,1019.1,73.767,4.2796,30.636,1100.0,532.99,159.69,13.836,0.94609,64.088,158.85362,159.69,-0.8363775634765602
9871,9.6385,1018.8,80.895,4.2506,30.295,1099.9,533.83,159.15,13.668,0.94935,64.178,158.51227,159.15,-0.6377319335937557
9872,8.7713,1018.6,86.492,4.4094,31.19,1099.9,530.59,161.73,13.903,0.99095,63.516,161.27454,161.73,-0.45546386718748977
9873,8.1392,1018.2,89.499,4.5977,32.277,1100.2,526.14,165.41,14.249,0.99881,62.635,164.90585,165.41,-0.5041467285156216
9874,7.7092,1017.8,91.847,4.7426,33.372,1099.9,522.72,167.46,14.422,1.0244,61.062,167.01834,167.46,-0.44165893554688296
9875,7.5524,1017.6,91.742,4.0246,27.583,1087.9,536.22,148.44,12.945,1.3548,67.169,147.74681,148.44,-0.6931890869140602
9876,8.2388,1016.3,87.051,2.9795,18.561,1054.8,549.81,109.76,10.466,4.679,107.12,110.72695,109.76,0.9669515991210886
9877,8.6642,1016.7,89.495,3.5939,24.109,1087.3,549.66,134.3,11.933,1.5545,75.812,135.59071,134.3,1.2907135009765511
9878,10.094,1016.7,89.6,4.5467,32.671,1099.7,528.5,162.09,13.962,1.0476,62.674,161.9587,162.09,-0.1313055419921909
9879,11.958,1016.5,76.173,4.4803,31.756,1100.3,530.97,159.23,13.882,0.96572,64.823,159.93408,159.23,0.7040820312500102
9880,13.155,1016.5,69.057,4.5145,32.037,1099.9,530.25,159.33,13.913,1.2558,66.391,159.62712,159.33,0.297120971679675
9881,13.891,1016.4,65.494,4.4764,31.629,1099.9,531.63,158.25,13.806,1.6303,67.485,158.38428,158.25,0.13427734375
9882,14.349,1016.1,60.859,4.5109,31.919,1100.3,530.56,158.66,13.899,1.8363,62.689,159.34215,158.66,0.6821478271484409
9883,14.691,1015.8,57.336,4.4955,31.67,1100.3,531.57,158.14,13.914,1.9751,59.335,158.55667,158.14,0.41667114257813864
9884,14.868,1015.5,57.701,4.5328,31.875,1100.1,530.77,158.5,13.864,1.4578,57.141,158.99908,158.5,0.49908447265625
9885,15.03,1015.3,56.548,4.4878,31.604,1100.1,532.13,158.0,13.886,0.80957,55.144,158.27785,158.0,0.2778472900390625
9886,14.892,1015.1,55.108,4.5205,32.008,1099.9,530.41,158.91,13.92,0.49437,56.202,159.34805,158.91,0.4380529785156284
9887,14.589,1015.2,54.134,4.5019,32.027,1100.0,530.39,159.04,13.91,0.52846,63.738,159.44095,159.04,0.40094848632813296
9888,13.859,1015.2,63.158,4.5182,32.231,1100.1,529.52,160.0,13.97,0.94537,62.779,160.37996,160.0,0.3799591064453125
9889,12.912,1015.3,70.72,3.5515,24.609,1086.3,548.08,136.38,11.945,1.2482,67.022,135.48845,136.38,-0.891550903320308
9890,11.888,1015.6,77.223,3.4328,23.641,1084.7,550.0,133.74,11.659,1.4105,66.973,133.42235,133.74,-0.3176519775390716
9891,11.019,1015.9,82.334,3.412,23.535,1084.3,550.26,133.69,11.637,1.4193,69.162,133.28467,133.69,-0.4053320312499977
9892,10.426,1015.7,85.413,3.0462,19.929,1063.1,550.02,117.98,10.831,2.5493,71.169,117.26404,117.98,-0.715961914062504
9893,10.07,1015.6,87.574,2.9802,19.451,1053.7,546.12,114.39,10.631,4.1685,77.082,113.90822,114.39,-0.48178161621093807
9894,9.3165,1015.6,89.327,2.9357,19.055,1041.0,539.18,110.81,10.571,7.3562,90.971,110.675735,110.81,-0.13426452636718977
9895,8.4778,1015.7,90.604,2.9606,18.864,1056.4,549.97,111.41,10.467,3.9719,91.053,112.4216,111.41,1.0116003417968784
9896,10.492,1015.9,91.754,3.3694,22.439,1066.9,544.54,122.73,11.373,3.0851,66.076,124.90761,122.73,2.1776080322265585
9897,12.439,1015.9,77.35,4.5832,32.872,1100.2,528.37,160.82,14.074,1.3604,63.481,161.53731,160.82,0.7173077392578193
9898,13.382,1016.0,67.894,4.8773,35.093,1100.2,521.33,164.78,14.42,1.8463,66.965,165.04015,164.78,0.26014587402343636
9899,14.648,1016.2,60.264,4.5088,32.07,1099.7,530.6,158.42,13.873,1.9167,67.195,158.80087,158.42,0.3808728027343875
9900,15.209,1016.3,58.256,4.4232,31.621,1099.6,532.16,157.74,13.89,1.7473,65.613,157.79637,157.74,0.056371459960928405
9901,15.351,1016.3,57.12,4.4771,31.871,1099.8,531.18,158.1,13.885,2.0038,66.552,158.34645,158.1,0.24645080566406818
9902,15.615,1016.2,53.95,4.4628,31.75,1100.0,531.6,157.6,13.823,1.7399,65.755,158.05806,157.6,0.4580596923828182
9903,15.976,1015.9,51.966,3.9931,27.908,1092.8,540.68,145.13,12.784,1.1611,65.736,146.47829,145.13,1.348286743164067
9904,16.28,1015.8,51.113,3.5322,24.016,1085.9,549.99,132.7,11.74,1.3575,68.432,133.09169,132.7,0.39169006347657387
9905,15.878,1016.1,49.947,3.5547,24.176,1086.3,550.06,133.53,11.752,1.3558,70.014,133.4323,133.53,-0.09770324707031364
9906,15.508,1016.3,51.533,3.013,20.044,1062.0,549.72,115.84,10.659,2.9765,71.955,115.2765,115.84,-0.5635031127929722
9907,14.614,1016.5,63.584,3.1535,21.296,1070.3,550.18,122.19,11.179,2.7177,71.05,121.942764,122.19,-0.24723571777343523
9908,12.949,1017.0,73.601,3.4126,23.673,1085.5,550.28,133.64,11.75,1.4706,68.602,133.56105,133.64,-0.07894958496092386
9909,10.928,1017.4,83.562,2.8601,18.504,1053.6,549.98,109.69,10.337,4.0874,92.802,110.36344,109.69,0.6734414672851585
9910,10.268,1017.2,85.177,2.8945,18.62,1054.3,549.54,110.37,10.396,3.8877,94.179,111.003685,110.37,0.6336849975585892
9911,12.582,1017.5,78.788,3.0846,20.413,1063.3,549.44,117.13,10.779,5.1002,77.214,117.32041,117.13,0.1904116821289108
9912,14.084,1017.6,73.675,2.9318,19.35,1057.5,550.03,112.21,10.535,3.9011,75.568,112.548355,112.21,0.33835510253906875
9913,15.313,1017.8,69.085,2.8734,18.808,1053.7,549.77,109.73,10.418,5.7078,79.311,109.90857,109.73,0.17856933593749602
9914,16.366,1017.6,66.3,2.8405,18.594,1052.0,549.23,108.69,10.302,4.6233,74.034,108.87021,108.69,0.18020874023437727
9915,17.063,1017.5,63.913,2.8737,18.492,1036.1,539.51,104.73,10.27,10.012,97.107,103.91708,104.73,-0.812916259765629
9916,17.253,1017.4,62.813,2.8834,18.425,1031.5,536.5,103.57,10.349,9.8737,107.96,103.38077,103.57,-0.18923217773436818
9917,17.477,1017.2,61.889,3.2443,21.49,1070.4,549.75,121.71,11.104,2.5192,69.908,121.13784,121.71,-0.5721597290039
9918,17.617,1016.9,61.195,2.9461,19.301,1051.8,546.32,111.36,10.482,7.8365,73.413,109.80509,111.36,-1.5549081420898432
9919,16.576,1017.2,64.855,2.8452,18.694,1038.3,540.32,105.46,10.325,8.9334,94.353,105.25908,105.46,-0.20092102050780625
9920,15.179,1017.6,71.63,2.7816,18.435,1027.8,533.45,103.64,10.143,12.144,113.8,103.64517,103.64,0.0051721191406244316
9921,12.51,1018.0,84.626,3.2202,21.729,1073.2,550.04,124.87,11.23,2.3847,73.401,124.68353,124.87,-0.18646728515625455
9922,12.05,1018.0,88.508,3.1776,21.273,1059.9,543.48,119.3,11.016,18.493,67.162,117.34036,119.3,-1.9596374511718722
9923,11.977,1017.9,86.643,3.5485,24.23,1086.8,550.01,133.83,11.935,1.7438,77.453,134.66023,133.83,0.8302325439453
9924,10.851,1017.9,91.14,3.6368,24.324,1087.5,550.17,134.26,11.973,1.494,73.78,135.17302,134.26,0.9130194091796966
9925,12.055,1017.8,91.627,4.5294,32.154,1100.0,530.54,159.35,13.808,2.7388,57.618,159.4373,159.35,0.08730163574219318
9926,13.465,1018.0,83.374,4.4388,31.271,1100.1,532.81,157.28,13.766,1.1584,61.969,157.87688,157.28,0.5968768310546864
9927,14.307,1018.2,77.502,4.4976,32.066,1099.9,530.63,158.93,13.841,1.6183,62.498,158.86708,158.93,-0.06291931152344432
9928,14.118,1018.4,78.323,4.3707,31.144,1100.1,533.8,156.78,13.639,2.6525,66.758,156.80934,156.78,0.029341430664061363
9929,14.192,1018.3,77.251,4.4171,31.512,1099.9,532.48,157.65,13.71,1.4965,62.873,157.76607,157.65,0.11606750488280682
9930,14.244,1018.2,77.187,4.4616,31.789,1100.0,531.91,158.14,13.871,0.99917,61.956,158.35596,158.14,0.21595703125001364
9931,14.791,1017.9,71.974,4.494,32.161,1100.1,530.31,158.67,13.91,1.0279,62.261,159.2206,158.67,0.550596313476575
9932,15.007,1017.5,72.005,4.4521,31.732,1100.2,531.87,157.84,13.874,1.0435,61.657,158.41628,157.84,0.5762750244140591
9933,15.089,1017.0,72.427,4.4886,32.012,1100.0,530.84,158.29,13.892,1.2069,61.129,158.9028,158.29,0.612801513671883
9934,14.73,1017.0,74.211,4.4532,31.944,1100.3,531.41,158.66,13.922,1.2428,60.481,158.857,158.66,0.1969946289062534
9935,14.124,1016.8,75.889,4.4904,32.235,1100.1,530.18,159.5,13.948,1.0219,61.399,159.66101,159.5,0.1610107421875
9936,13.555,1016.6,78.346,4.4273,31.719,1100.1,531.86,158.73,13.807,0.94021,60.488,158.80733,158.73,0.07732727050782273
9937,13.034,1016.7,83.085,4.5032,32.311,1100.2,529.6,160.27,13.971,0.74019,58.732,160.38686,160.27,0.11685607910155227
9938,12.594,1016.7,86.445,3.7056,25.66,1088.0,545.52,139.39,12.227,1.1162,65.179,138.94308,139.39,-0.44691528320311136
9939,12.603,1016.7,87.907,3.4939,23.945,1085.3,549.96,133.71,11.764,1.4814,67.986,133.60507,133.71,-0.10492797851563296
9940,12.749,1016.1,87.36,3.5129,23.759,1084.5,549.79,133.01,11.729,1.4951,67.888,133.04803,133.01,0.038034667968759095
9941,12.874,1015.8,86.112,3.4699,23.651,1083.8,550.16,132.22,11.815,1.5296,70.055,132.58258,132.22,0.36258056640625114
9942,9.3501,1015.0,95.47,3.5734,23.859,1084.9,549.94,133.89,11.781,1.9943,73.094,134.15675,133.89,0.26675354003907614
9943,11.089,1015.1,96.7,3.4512,22.854,1063.5,541.5,124.09,11.425,4.3484,74.73,124.781494,124.09,0.6914941406249966
9944,12.28,1014.8,92.654,4.5854,32.343,1099.9,530.09,159.84,13.948,1.0288,61.314,159.99115,159.84,0.1511499023437466
9945,13.427,1014.4,86.152,4.5328,31.901,1100.1,531.02,158.56,13.867,1.2064,63.42,159.00386,158.56,0.4438604736328102
9946,14.276,1014.0,82.712,4.4523,31.397,1100.1,532.94,157.02,13.74,1.8382,66.342,157.4275,157.02,0.40750549316405227
9947,15.328,1013.4,78.991,4.4584,31.584,1099.9,532.71,156.69,13.779,1.5462,64.427,157.42241,156.69,0.7324090576171898
9948,16.732,1012.9,74.042,4.4057,31.171,1100.1,533.99,155.43,13.68,1.3597,65.396,156.32076,155.43,0.8907550048828057
9949,17.945,1012.6,68.108,4.4764,31.779,1099.9,532.13,156.34,13.794,1.6431,65.081,157.09068,156.34,0.7506829833984341
